commentId,label_llm
UgwUlRJ7eFMEV30q4Gx4AaABAg,DESCARTAVEL
UgyfdOVe7M1qbDM3kAV4AaABAg,DESCARTAVEL
UgzfcuwHq4vJpiAoo-Z4AaABAg,POSITIVO
UgxmVGyaD8j1tv8kdwZ4AaABAg,VIVENCIAL
Ugydd9sMD6x19JNvaat4AaABAg,DESCARTAVEL
UgzwOXSRNVhOoY0TVB14AaABAg,POSITIVO
UgwPT5GHVjlKRMh8IQl4AaABAg,NEGATIVO
UgyCa937CEDnN1XxUQJ4AaABAg,POSITIVO
Ugz2cKvRxdsjdUovCwF4AaABAg,VIVENCIAL
UgzvfJSQ0ahtTn44LdB4AaABAg,DESCARTAVEL
Ugwl7GHMTzzI0f23IlF4AaABAg,VIVENCIAL
UgzxvRzo4uma1vHGSqJ4AaABAg,POSITIVO
UgzTcqP7C1TCS1vx8E14AaABAg,VIVENCIAL
UgwwpYdjey7eZ6JaFjN4AaABAg,VIVENCIAL
UgyHl3EM-S-5U0IMp_Z4AaABAg,DESCARTAVEL
UgxyaINtfTvYQeb5OUZ4AaABAg,DESCARTAVEL
UgxBmOTcw-4BDvuobR94AaABAg,VIVENCIAL
Ugy6Jc52m0K71feYs1R4AaABAg,POSITIVO
UgxbNIkt8SB5Zw-i8Lp4AaABAg,VIVENCIAL
UgyJhDBzHoby2d-81V94AaABAg,NEGATIVO
UgxmROTbj4RSAsXRU-l4AaABAg,DESCARTAVEL
Ugzzq0l55TuwUCLiX1V4AaABAg,POSITIVO
UgyTUH6RxETkmep8RbB4AaABAg,VIVENCIAL
Ugz4mMPIcr5CPVnoAKt4AaABAg,POSITIVO
UgwlfRBxyl1GIuFOpul4AaABAg,DESCARTAVEL
UgzMD-q6vXU71ip76Rh4AaABAg,NEGATIVO
UgyJG32IsBUPyAoiEgl4AaABAg,VIVENCIAL
Ugw_ncUx7HFWwQeuKtt4AaABAg,VIVENCIAL
UgwDQyl3zPKxqTFQbKp4AaABAg,POSITIVO
UgxNaZWnfX6okfx-ind4AaABAg,POSITIVO
UgwNC1Dlbpj7wlAYEu54AaABAg,VIVENCIAL
UgxQmo8qMwzWrIRmfWV4AaABAg,POSITIVO
UgzF3TnUzZdVAZWcheR4AaABAg,VIVENCIAL
UgzZQruO6pelsEBPyE94AaABAg,NEGATIVO
UgzGgXk5R-thW1GOH5J4AaABAg,DESCARTAVEL
UgyR7iFL9FkkSXHL5Hh4AaABAg,DESCARTAVEL
UgzVibl4OSNC4kzHpfN4AaABAg,NEGATIVO
UgxsZ14BjNwECDVbrJh4AaABAg,POSITIVO
UgwZENXSWwPKZMKX2Ll4AaABAg,DESCARTAVEL
UgxEdKmyGQGnkAe6hA14AaABAg,POSITIVO
UgyG7IMl39Vr5ipXhk54AaABAg,DESCARTAVEL
Ugw5UKqcGP3T77gP9554AaABAg,VIVENCIAL
UgxxXaag_KejOfFDpqZ4AaABAg,POSITIVO
UgyJAwiemfQQxG163UB4AaABAg,DESCARTAVEL
UgyYPEVQyuXD9uBYXa54AaABAg,VIVENCIAL
UgzPElF-eNjk1R3t-9x4AaABAg,DESCARTAVEL
UgwUONWUdITjZGA7nXJ4AaABAg,VIVENCIAL
UgyB6_DPtmZXJIIPPnp4AaABAg,POSITIVO
Ugx7XwB5_NCMGpDWcj54AaABAg,DESCARTAVEL
UgzTQI-ovlKs0l5yvKd4AaABAg,NEGATIVO
UgzVU5CS_fKbSblVBpJ4AaABAg,DESCARTAVEL
UgzIMSDamD1Tgkoabgh4AaABAg,NEGATIVO
UgytJLGkpOepWsbivbp4AaABAg,NEGATIVO
UgwQ24wIPXnlLHfSQjJ4AaABAg,NEGATIVO
Ugz3KqBH0Pp-7YpJj5Z4AaABAg,POSITIVO
UgxX4ngsQU67gOBdkmN4AaABAg,POSITIVO
UgxeRdzIi2IiRswFu6N4AaABAg,NEGATIVO
UgxtSjRzksZ5nd2claN4AaABAg,POSITIVO
UgzR8XqoeUD_uQDfCM54AaABAg,NEGATIVO
UgyWthdiVy9XZMD3iA94AaABAg,DESCARTAVEL
Ugy1ZdBfJD9492jHLAl4AaABAg,NEGATIVO
Ugx6b5EvY2ulDTXWRYx4AaABAg,NEGATIVO
UgzMXVkCxyn4Pl5SCTd4AaABAg,VIVENCIAL
UgyZmZy9uJL-NJEVaDx4AaABAg,POSITIVO
UgyRrSJBSABWVYHZo1Z4AaABAg,NEGATIVO
Ugx-BtXKQuKyLRF-3Ep4AaABAg,POSITIVO
UgxKXzk_jAG-CwmeHfx4AaABAg,POSITIVO
Ugz8nUcPMNWCo08EMLh4AaABAg,NEGATIVO
UgylrYeLix2__yjIww14AaABAg,POSITIVO
Ugyx4p2gbc2Dgt7ducN4AaABAg,POSITIVO
Ugx0UpsLpgE5pIU_xeh4AaABAg,DESCARTAVEL
UgxrxYPThM95TuH1DdN4AaABAg,POSITIVO
Ugxtp-k7UsMglwEyibF4AaABAg,VIVENCIAL
