commentId,text,channel_type,likeCount,video_title,label_llm,label_revisao
UgzvcKga2NEZlPZ9clR4AaABAg,Ótimos depoimentos,profissional,0,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgySooSDI7CLh85HyLB4AaABAg,Karnal e Pondé vivem pedindo desculpas por não acreditar em Deus 🤦🏻,profissional,0,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,NEGATIVO,
UgyZVxrHf-L3NKs9oYV4AaABAg,Muito bom,profissional,0,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",POSITIVO,
UgzU4oohUD4ZmTsgWxt4AaABAg,"Tudo é sofrimento. Casado, ou não.",profissional,294,CASAR PARA QUÊ? | MARIA HOMEM,TANGENCIAL,
Ugwb6l1LbYRLd2ndmiZ4AaABAg,"Esse vídeo me fez muito bem pessoalmente, profissionalmente e academicamente",amador,0,"estar pronta é uma decisão, não um sentimento",POSITIVO,
UgzTCBfE6M6tqclfUah4AaABAg,Ninguém está notando que o que falta é os pais criarem seus filhos na palavra de DEUS.... falta fé e esperança...,profissional,0,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,TANGENCIAL,
Ugz9QtvuhoZVjN7iwZF4AaABAg,Pessoas curadas são pessoas que curam..obrigado pelo carinho ❤️,profissional,51,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
UgxjAZOTUDISNvZjayF4AaABAg,"Ou seja... todo mundo e toxico. Pq, se a pessoa reclama de algo que nao ta bom, de ser perseguido, pq acontece, é  ser toxico, entao, todo mundo e.",profissional,0,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,NEGATIVO,
UgzwkK3ygMTN5tXPWAh4AaABAg,"Existem crimes silenciados no Brasil, pode crer.",profissional,80,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,
UgyTVQSDJyg__M9xbwp4AaABAg,Que saudadeeee,amador,0,AGRADECIMENTOS FINAIS,TANGENCIAL,
UgwCbuomR4eYPSUw04F4AaABAg,"❤ Campanha que mantém esse canal no ar: https://apoia.se/ludoviajante ❤
12 meses de trampo, evitei IA o máximo que pude, contratei 3 artistas pra ajudar (créditos na descrição). Obrigado a vocês que tornam esse canal possível, seja assistindo ou apoiando! Agora com licença que o pai precisa por o sono em dia 😴 rapaz to até zonzo

PS: ativem o sino pra serem avisados do próximo video!!! (que virá em menos de 1 ano, ou meu nome não é orfeuzinho)",amador,5972,Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,
Ugwb5ubBD3g2lhGs6cN4AaABAg,"Sou seu fã, mente brilhante!
Parabéns pelo talento e grandiosidade, mais uma vez mudou minha vida, Deus te abençoe Leandro Karnal, obrigado por tudo que faz aos que te ouvem...🙏🙌",profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,
Ugy144YloiGLUbURx-R4AaABAg,Gratidão pelos seus ensinamentos em caminho da Evolução,profissional,0,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,
Ugzlo9wVUL_UGz55Jjt4AaABAg,💜,amador,0,Você tem tudo para estar bem... mas não está.,POSITIVO,
Ugxnf9pOfKrl6x84M8l4AaABAg,"Eu tbm usei andolba, ajudou muito.",amador,0,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,TANGENCIAL,
UgzMX1zDs5L3ImcXJmV4AaABAg,"fiquei com saudade, e vim rever.... muito amor❤",amador,0,AGRADECIMENTOS FINAIS,POSITIVO,
UgyqND-t7jyWYaXiYTJ4AaABAg,"Mulheres não lamentem o tempo que vcs passaram no escuro. Pq foram necessários para o aprendizado. Ninguém nasce com uma bússola. ❤
Antes tudo era mais difícil não existiam a internet para nos passar as informações. 
Deus abençoe vocês!",profissional,129,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",TANGENCIAL,
Ugxb0cJfpajLuKTYPLh4AaABAg,Eu que te-agradeço ♥️✨😊✨👍,amador,2,Assista quando estiver deprimido,POSITIVO,
UgwMpUVxHY0RtUtPWbl4AaABAg,"Seus vídeos são tão leves Ju! Você é tão leve, passa uma calmaria ..
Obrigada por toda essa informação!",amador,0,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,
UgwtK5_q4nX9Es3Nq6V4AaABAg,Muito bom!!,profissional,0,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,POSITIVO,
Ugw516w7nvY_SHJ4LpR4AaABAg,"Cara, vi a Maria Homem ferrando um pensador ateu crente na mão invisível.... Cara, tenho ouvido mulheres e acreditem, elas são mais sensatas! Não sei porque a contribuição mais valiosa é tão menosprezada!",profissional,97,Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,POSITIVO,
UgxQD4n2hlenWWo_k8V4AaABAg,Tu é foda.,amador,0,você não é seu desempenho.,POSITIVO,
Ugyz6LmEJhw5oJu5oxp4AaABAg,👍👊👏👏👏👏💯🙌🙌🙌,profissional,2,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,
Ugz8ETKBclCaMKelemh4AaABAg,👏👏👏👏🙌,profissional,0,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,
UgyotMtT_h0qG8d9l3Z4AaABAg,"Oi Ju não sei se vc vai conseguir ver essa msg.. eu passei pelo mesmo.. dos 4 aos 9 meses.. 6 de seis despertares noturnos.. homeopatia, rotina bem ajustada.. osteopatia pediátrica.. mas passou virou uma chavinha um belo dia do mesmo jeito q passou a n dormir aos 4 meses, dormiu aos 9 meses. A osteopatia diante todas as táticas que mais ajudou. Ajuste do ciclo circadiano. Ajudou demais. Vê se consegue tbm! Um bjo",amador,0,MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,
UgyEA-UfBX96w4r2meV4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
UgyadcEd4hy8gMeN4PJ4AaABAg,"Conheco apenas um pequeno texto do Spinosa com o qual me identifico, realmente está na natureza, as respostas para todos os questionamentos da ordem existencial. Também tenho conclusões  parecidas com a de voces, embora não esteja à altura de entender todos os argumentos expostos. O final dessa entrevista foi espetacular . O conhecimento liberta de verdade.",profissional,132,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos",POSITIVO,
UgzujUzrlKyiRg8ZujV4AaABAg,Fantástico 😊,profissional,1,Faça o seu teste da autoestima! Aula 01 | Oficina Autoestima Curativa,POSITIVO,
UgwzAQiaj9EjR9IQ5U94AaABAg,que saudade 😢,amador,1,AGRADECIMENTOS FINAIS,TANGENCIAL,
UgyZ-ZVztRqbuPe_7Ed4AaABAg,Hudson Um cara tão inteligente mas fica com esse papinho idiota de capitalismo,amador,1,Assista quando estiver deprimido,NEGATIVO,
UgyI0MELZmcvvVqBou94AaABAg,💛,amador,0,Como resgataria meu amor-próprio,POSITIVO,
UgxinTwbmx_jLKJ_qpR4AaABAg,Você é tão linda. Te amo,amador,2,como fazer amigos depois do isolamento (e paranóias de ser chata),POSITIVO,
UgwHKye2G9zkz7T7AVl4AaABAg,Faz muito sentido... Gratidão 🙏🏿,profissional,0,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,
UgywFHZWvlQ6K5UCPt94AaABAg,"Gostaria de ter sabido disso antes... Nunca fale sobre nada com eles, eles usam tudo para fazer maldade, colocando um contra o outro para levar vantagens, te isola de todos para ninguém saber o que está passando. Fora o que não posso falar aqui. Que seres vivos nojentos. Asquerosos!!🤢",profissional,1,O que fazer quando o narcisista convive com você? #98,TANGENCIAL,
UgwfLUSZwjmD5A5W1sZ4AaABAg,O surto da sexta feira 13 foi maravilhoso,amador,0,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,POSITIVO,
UgwQ24wIPXnlLHfSQjJ4AaABAg,"Mas ele não estava na sinagoga quando ele foi excomungado, tanto que o pai ficou calado e a irmã dele foi a única que se levantou e falou em defesa do irmão dele.",profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos",NEGATIVO,
UgwWoMP6I71Tn3sHfUV4AaABAg,"Eu gosto muito do conteúdo de vocês, mas esse vídeo me deixou impressionado. A Maria Fernanda conseguiu simplificar uma coisa que tento dizer aos meus amigos do trabalho, muitas vezes. Eu tenho um quadro de TDHA diagnosticado por minha psiquiatra associado a minha psicóloga; para contornar isso criei padrões que me ajudam a concluir as tarefas. Uma atitude que tomei foi que, durante o trabalho, não faço o uso do celular, apenas o computador para o que for preciso (sou chefe de cozinha). Hoje percebo que meus colegas de trabalho estão sobre carregados com a expectativa de uma notificação ou de conhecer novos heels. Inclusive, minha colega tentou pedir ajuda para a AI para organizar suas tarefas, mas, mesmo a inteligência artificial fazendo a organização, ela não conseguiu entender e executar. Falei tudo isso para que a Drª Maria Fernanda, perceba o quanto o vídeo fez sentido para mim; sua explicação verbalizou algo que eu tentava falar mas não conseguia elaborar. Muita  Ciência  e informação para nos! (Quero ser psiquiatra)",profissional,20,O PERIGO REAL sobre o novo TDAH que ninguém te contou,POSITIVO,
UgxN4wN3ZtOBJkxY1hh4AaABAg,💛,amador,0,Como resgataria meu amor-próprio,POSITIVO,
UgyWnG892P4IYq0wam54AaABAg,Bah professor temos que lutar contra isso,profissional,0,Leandro Karnal desafia o ChatGPT,NEGATIVO,
UgwTd8B998RCe_BfPTd4AaABAg,"POIS É,SE ESSA CRIATURA MORREU 
EU NÃO QUERIA NEM SER A ALMA DELE A ESSA ALTURA
ESTÁ ARREPENDENDO AMARGAMENTE POR TODAS AS SUAS MALDADES",profissional,0,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,
UgxJlw9w4hqH-Z9WZMl4AaABAg,"Tá... Então o Taoísmo é tipo a dor do parto? Quando a contração vem e você faz força junto, a dor não parece tão mais intensa e acaba sendo tudo mais rápido? 🤔",amador,0,Pra você que pensa e sente demais | A filosofia da ansiedade,TANGENCIAL,
UgxGjScFnX4vjqSi52V4AaABAg,"Perdoar é seguir a vida sem carregar mágoas, sem desejar o mal a pessoa e se libertar de carregar o peso da dor, por algo que nós não temos o controle, os atos do outro. E isso não quer dizer que tenha que seguir igual com a pessoa, dependendo do trauma, é necessário se afastar.",profissional,62,Quem te machucou não merece sua energia #saudemental #reflexão #mudança #autocuidado #tempodecrescer,TANGENCIAL,
Ugzb3ffrWSHXaoaijKV4AaABAg,MUITO OBRIGADO,amador,0,você não é seu desempenho.,POSITIVO,
Ugxmj-QaVxy_P3pKivV4AaABAg,💙,amador,0,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,
